Name,verified,location,created_at,description,followers_count,following_count,tweet_count
Candy_Slice_,False,,2020-07-20T14:06:43.000Z,My one true love is Bravo! I interviewed @andy once and he called me “sweetie” in a perfectly passive aggressive way. It gave me life!,46,51,2563
angelp247,False,,2013-10-07T00:27:10.000Z,,3,84,1192
melitha_russell,False,,2017-08-08T02:56:02.000Z,,59,256,1735
Trek_Girl_,False,,2015-11-09T16:26:14.000Z,liberal * atheist * artist * activist * Pro-science *,114,435,444
AltruisticSpike,False,United States of America,2020-11-19T06:21:18.000Z,"Altruistic
Unselfishly concerned for or devoted to the welfare of others (opposed to egoistic).",125,678,370
Dharman42495344,False,,2020-04-14T09:22:27.000Z,,3,17,1084
frankhummer2,False,,2016-05-05T14:59:24.000Z,liked by dozens,5,10,804
henffmedic_WC,False,"Virginia, USA",2016-11-16T12:11:35.000Z,"Retired firefighter/paramedic, lawn care business owner and fishing charter Captain.",5,32,65
blackmamba604,False,"Vancouver, British Columbia",2017-02-18T04:36:45.000Z,Keepin it real since 1979,6,106,29
LizAust98282177,False,,2020-06-19T14:04:28.000Z,Im a mom a wife and a critical care pediatric Nurse. I love my fam ❤,4,21,51
Vivian86836891,False,,2020-04-30T02:59:30.000Z,"# Mother # Christian #                I wish you, Joe Biden supporters. Having a son like Hunter Biden and your 12-year-old daughter can legally be raped",72,111,717
MJSullivan_1701,False,"Texas, USA",2013-01-25T15:54:52.000Z,"Single dad 2 teens kept on my toes! Raised with Old Glory, I know how good America WAS! Check out my book. #2A #AllLivesMatter #MAGA #Trump",1589,2707,6692
babyname_maven,False,United States,2016-07-20T17:36:53.000Z,"“The only thing we have to fear, is fear itself!” ~Franklin Roosevelt (1932) 👊🏻",511,346,11724
Tep06930116,False,"OH, USA",2019-07-08T12:00:21.000Z,"medical freedom, Informed consent, body autonomy, constitutional rights, science,",245,515,1764
bobglomorrison,False,"Albuquerque, NM",2014-04-25T19:13:07.000Z,"Truth Seeker, Wife Grandmother God family and country🇺🇸 Vaccine informed! Health Freedom, NO mandates! Artist, Writer,#Wilburs Wings, I Follow Q❤️#MAGA",1227,2046,19765
MichaelScolieri,False,,2014-12-20T18:51:05.000Z,,68,84,1578
DarlaShine,False,Small town USA,2018-10-13T15:15:28.000Z,#SAHM #Wife married 26 yrs to Bill Shine fmr Asst to #POTUS Author Happy Housewives #CEO of my Home Replies/Retweets don't = Endorse #KAG #CodeofVets 🇺🇸,33672,6005,17961
davidvsherrod45,False,"Sedona, Az",2015-05-02T19:34:58.000Z,"Patriot, Veteran. Anti Vax.  Career Artist, 26 one man shows, Many awards. Attended and taught at Art Center. Sold out Published book of Drawings. Love Jesus",1920,3294,11085
surfthespectrum,False,,2011-06-23T15:19:24.000Z,"Mom of 4, wife, homeschooler. Pro-Life, Pro-God, Pro-Humanity. Jesus is my Lord. The US Government is a criminal enterprise.",1698,2218,29727
scouterriffic,False,,2020-04-18T05:22:42.000Z,,321,210,17993
SamCaudell,False,Cincinnati,2012-02-04T14:31:19.000Z,"Fighting for Truth, Justice and the American Way",2137,1964,20268
AethiaKink,False,"Buckinghamshire, UK",2018-12-08T10:19:39.000Z,"Rubber, lycra, bondage - anything tight/shiny. Mens sana in corpore iuvantis. Inclusive & friendly to all, if a tad shy at first. Floofy 🇨🇦 in 🇬🇧(he/him)",610,728,4847
PupGhost,False,"Leek, England",2014-05-05T07:43:56.000Z,"Just an average 20 something nerdy pup. Software engineer, diver, occasional tech, and boyfriend to the magnificent @KinkyMyco. Mostly NSFW. Telegram - ItsGhost",1780,490,6218
boybondage,False,,2009-05-01T17:38:24.000Z,Horny sub who's biggest kinks are bondage and edging. Exploring chastity and masochism. NSFW content. 18+ only please. He/Him,14397,961,27339
NovyBDSM,False,"Wales, United Kingdom",2014-07-06T11:47:04.000Z,"Kinky Leatherman, Pup Handler, Rope Top, and Electro-Fiend BLUF #3926, BF - @mattpup_ Pup - @puppixel, the alter ego of @mrleatherwales",7209,389,24541
DomTopPupNutz,False,"East Midlands, England",2013-02-20T17:18:14.000Z,"☔👟✊🐕📷🔗
Maintained by DomTop, photos of my pup Nutz, on the hunt for friends to be social with or sexual around he/him/them",6067,682,28088
VersDoggo,False,sheffield,2012-05-11T08:22:59.000Z,"kinky guy who loves his chav's, rubber, leather, pup's and just a general kinky fucker. loving fisting a willing ass and general kinky times",607,742,2607
bgslave,False,London,2011-01-21T00:01:55.000Z,"Extremely happily partnered to @SwitchLDN, tweeting about all things kink, as well as everyday life and generic twinkdom.",11544,1045,6086
cory2603,False,Royaume-Uni,2019-03-13T22:47:20.000Z,"#AllLivesMatter

@Grace25495485 is a fajit",14,170,1445
Achinback1,False,"West Midlands, & Cyprus",2018-07-14T10:50:47.000Z,Granny. Wolves FC.Proud Black Country/2 dogs 4 cat/upholster/quilt/dressmaker/Music makes me happy😊 Ziggy played Guitar.  #KBF,430,743,9687
Dantomlom2,False,"England, United Kingdom",2018-12-07T09:32:34.000Z,"ExMil, likes Europe, detests the EU. Hates corporation/MP corruptions. Can't stand neolib/Globalism BS.",454,471,25912
DUVALLLLL,False,"Albuquerque, NM",2010-10-03T08:00:48.000Z,Debt free. Travel Open Heart Murse 💉 Jaguars season ticket holder since 2004 SEC 122 🐆 #duuuval,228,921,8314
insertfinger1,False,Your anus,2009-04-15T21:47:34.000Z,"Using the thing in between my ears, Heckler, truth pointer outer, retweet master of the universe",92,197,5294
Reits4L,False,"Asheville, NC",2020-07-24T01:41:34.000Z,"Keeping it real since 1980. Long on g-energy, transport, and biotech. Nothing I write is investment advice just my opinion because I'm not a financial advisor.",79,142,1961
CaseySlisz,False,,2019-04-18T05:27:31.000Z,,31,57,6121
LMmwtCaDCmKruhV,False,,2020-10-20T00:13:40.000Z,,1,21,3
dionysus64,False,"Vancouver, BC, Canada",2009-06-17T11:48:16.000Z,🇵🇱🇨🇦♓️ PepeCa$hMillionaire 🎞🎥🎬🐸⛵️ cameo on @PBS 📺 @BBC #NFT https://t.co/FXgPkLdSeL,1728,4687,5513
Scott81141338,False,,2020-04-05T21:43:32.000Z,,3,64,639
GonzalesAbie,False,,2020-08-16T05:50:40.000Z,,6,32,391
Brotein_Sheik,False,"Houston, TX",2011-07-28T19:05:48.000Z,PhD candidate 🇸🇦 🇺🇸 Trojan ✌️🏻Petroleum engineer 🛢 President-elect 👌🏻,737,2258,9796
Carlos_Victoria,False,Miami,2010-02-07T14:47:35.000Z,In this world to make a difference.,117,212,952
NyetMore45,False,"Los Angeles, CA",2018-11-06T01:30:22.000Z,,144,156,42
MichaelHarlan7,False,"Portland, OR",2014-03-05T02:24:05.000Z,,13,6,643
lovelife4ever14,False,,2012-10-12T02:16:52.000Z,"Coord./Director Associate Prof., Ph.D., Certified Rehabilitation Counselor, CRC, Researcher, Grant Developer, Vocational Rehabilitation Expert, Business Owner.",96,474,9673
Serious_Sellout,False,,2012-09-26T15:02:43.000Z,,723,646,26065
ArranRana14,False,,2016-01-26T16:55:27.000Z,"• Centre-left social democrat
• Egalitarian
• Freedom of speech
• Anti-racist
#MakeTheLeftGreatAgain
Psychology Student",7,10,939
AdamRPoole,False,,2016-04-20T14:58:22.000Z,,8,8,60
BPositive33,False,,2018-11-13T21:15:14.000Z,,29,66,1526
spread_credit,False,,2020-10-30T15:29:54.000Z,,3,26,446
Smoothinez,False,,2013-12-27T23:03:21.000Z,,45,143,1133
NicolaCairnX,False,UK & Greece,2007-04-06T13:02:24.000Z,"Creator | Podcaster | Speaker | Author 'The Money Gym' | Digital Marketing Consultant | Proud Ma | Mad on #SciFi, #Bitcoin, Soul&Garage, Texas Hold'em & Greece",3794,2639,20600
kmims99,False,cali,2009-04-30T03:54:32.000Z,PC & XBOX360 AND PS3/PS4 ELITE GAMER,186,2234,2616
Tuh_yonce,False,"Wichita, KS",2016-04-29T14:59:47.000Z,I've learned what I've always known; confidence can make anything look good 💁🏽💁🏽 #MelaninPoppin #BeautifullyHuman #AquariusPiscesCusp,70,393,1002
Duckvvorth,False,United States,2013-01-20T14:16:37.000Z,"come, come one, come allllllll",85,501,278
RingTheKing20,False,,2011-08-05T00:59:22.000Z,,81,1166,1087
branderson145,False,United States,2020-04-01T20:26:51.000Z,,12,155,263
Neuropsy1,False,,2020-03-20T21:48:29.000Z,"Neuropsychology & Memory. Clinician, author, traveler, bassist, mediocre golfer, cat lover, cynic. Love the USA. 2021 will be better @Harvard @BrighamAndWomens",32,247,987
MontalvoRoi,False,"Chicago, IL",2014-09-14T15:03:50.000Z,"Ret Statewide Compliance Senior Adm. State of Ill. Child Protection. Cook County Sen. Regional Adm. CPS. Professor at Northeastern Univ 
BDR529
Opinions my own☮",133,73,43547
AmerianFraud,False,"North Carolina, USA",2020-06-05T20:45:10.000Z,,4,57,235
pete_eastwood,False,Lancashire,2011-08-09T06:46:55.000Z,"left of centre chap. Who is easing into middle age, as disgracefully as I can manage ;-)",186,215,8030
bozleo1,False,,2017-01-19T15:06:13.000Z,"Architect, Freelance Journalist, Chef, Human Rights Activist.
News Politics General News World News News",389,1412,38298
ChoiVGK,False,"Las Vegas, NV",2017-03-17T16:47:44.000Z,🇰🇷 Born in Far East | 🇺🇸 Raised in the Northeast 🌞 Manager in Tech 🔥 🎙 Cohost - @VegasKnightly Podcast | @GoldenKnights STH | #HockeyIsForEveryone,569,458,27008
jdguy00,False,Russia,2009-02-20T23:11:49.000Z,Do bots have bios?,192,860,5429
RobbieVdg,False,,2017-08-14T20:56:57.000Z,#Blockchain enthusiast. $MRPH $MITx $GEEQ,1118,737,4853
marionbiss,False,,2012-01-21T20:34:19.000Z,,63,52,19249
reddog02112,False,"Michigan, USA",2017-05-25T12:49:12.000Z,,94,489,6239
Outlawpoet1970,False,"Pasadena, CA",2009-02-25T22:41:28.000Z,"I read and review horror. I also wrote some once upon a time.
And I bite.",583,2904,14088
JGRAD99,False,"Augusta, GA",2011-10-09T03:55:59.000Z,Purdue EE Alum | Cold Brew Connoisseur and Aficionado | Nice Guy,1181,755,21970
DaUglyTruth100,False,United States,2018-03-13T03:36:08.000Z,"Anonymous Investor & Entrepreneur. Don’t chase money, chase freedom",47,67,1242
inmBSCH,False,"Basel, Switzerland",2020-04-28T15:14:10.000Z,🇮🇳 🇪🇺🇨🇭🇬🇧 🇺🇸,37,556,4347
M1Clark,False,,2012-06-22T13:16:41.000Z,Trodding on the path of Truth & Righteousness.,30,485,6196
the_yushi,False,"Paris, France",2010-07-19T08:32:20.000Z,PhD Scholar at @uniofeastanglia C3E Fellow 2019-20 @IEA . Previously: Researcher at @teriin Interests: Energy Economics|Climate Change|Energy-Economy Modelling,890,1737,9001
_Erin_S,False,United States,2009-06-15T01:45:41.000Z,"loving my family, laughing with friends, helping people live their best lives and loving every minute!",930,806,9473
MyFellowAmeric1,False,,2019-09-07T00:50:37.000Z,"Person of the Year

I can't stop watching the show.  

Descendant of the Light.",1551,626,13538
WorkingToMAGA,False,,2018-01-15T16:44:13.000Z,"Marine Corps Veteran, Conservative Christian, Trump Supporter. #USMC #MAGA #Trump2020 #TrumpLandslide",725,729,2601
ashamed_lee,False,,2017-11-29T02:27:43.000Z,(she/her) honestly i’m just hoping the simulation goes back to normal soon,310,325,6189
TDeconditioning,False,,2020-06-19T15:26:41.000Z,"The Deconditioning Podcast:

https://t.co/PxoOBe0u3d…

Music:

https://t.co/rKER7syeuN

Youtube channel:

https://t.co/VzxflLIZ34",134,329,3542
k_wuttt,False,United States,2020-02-07T03:20:27.000Z,"26F • BA in jlm & int’l studies ‘16 • survivalist & 2A enthusiast • “prepper” • 🗣 English, 中文, Español",1358,335,15169
Bit_Of_Bill,False,Khwarezmia,2019-10-24T03:09:42.000Z,,96,292,1705
DonSuths88,False,,2020-10-10T17:18:46.000Z,A behaviour and physiological science PhD with real creative experience,33,311,2304
francisdon2,False,Africa,2012-02-28T02:01:44.000Z,#ProudAfrican 💪👤,1204,2861,44113
diane_kirschner,False,,2019-12-07T02:52:09.000Z,"Married, Two wonderful adult Children, four grandchildren
Love our President Trump. #MAGA #KAG:  Follow me on Parler
DEE DEE K @DDSI2017",2276,3359,43949
Nylon09,False,"New York, USA",2009-06-20T12:15:18.000Z,Behind ENEMY LINES of Schmucky/Cuomo Country #AmericaFirst #TrumpTrain2020 #KAG #ProMilitary #LEO #MAGA 🇺🇸#2A #IFBAP MUST Have #MAGA Tweets for FB 🇺🇸,2872,2964,12039
TheRealJoeFrom1,False,,2018-09-16T09:33:44.000Z,i think I’m cool,50,292,393
lizzie_x01,False,coolsville,2015-07-06T10:58:32.000Z,yikes!,145,288,3115
RolandBrierre,False,France,2017-05-22T06:42:35.000Z,"Retraité, 🇦🇲, ex-publicitaire, oblat bénédictin, amoureux inquiet de la France et espérant que surgisse une nouvelle #droite, plurielle, digne et loyale.",1641,282,11079
DavidArciero,False,,2020-11-06T22:10:38.000Z,I'm no more special than you.,8,35,631
SandyStancavage,False,,2018-05-14T19:38:25.000Z,,7,105,1578
vickifreewinds,False,Los Angeles,2009-03-31T00:58:59.000Z,"Announcing Legacy - Sherwood Ball with the Les Hooper Band! 
Soulful Jazz, R&B, Funk, haunting standards, originals, CDBaby, I-Tunes, Amazon, Napster, YouTube",64,181,193
KellySm88804181,False,,2019-12-09T19:09:05.000Z,,28,131,5823
HARLOW94656788,False,,2020-06-01T12:59:49.000Z,"UNLESS ALL OF US ARE FREE《NONE OF US WILL BE FREE.
INSTA: https://t.co/sXl5r3TYHB",155,713,1665
BYEDON20204,False,,2020-07-03T01:46:29.000Z,Ready for change and someone to take charge and stop the lies!,1,3,349
FloridaPanthe13,False,,2020-06-21T20:16:18.000Z,This nation can do better than Trump,12,29,5805
libtarddotcom,False,,2020-11-21T07:44:08.000Z,I’m socialist libtard looking forward to crying inbred rednecks.,0,28,226
GlenCostello,False,,2020-10-21T23:47:15.000Z,,2,120,192
lookingformy1,False,"Chicago, IL",2010-08-19T06:15:57.000Z,Born a short italian,117,118,2243
FalconFord7683,False,,2019-02-18T17:39:31.000Z,,38,132,7652
christopher316x,False,,2009-04-14T07:41:10.000Z,,14,62,443
watchthedrain,False,Saskatchewan,2020-03-27T15:26:15.000Z,Wide awake and disgusted with humanity. Waiting for Yeshua!,30,152,551
azcountryboy29,False,"Arizona, USA",2017-11-28T06:11:37.000Z,just a easy going country boy,8,74,37
y41101847,False,,2020-10-18T16:03:02.000Z,Good,45,291,10738
kellie20133,False,,2013-01-24T00:08:30.000Z,,1,15,1330
GrenierYvonne,False,United States,2014-09-27T23:35:19.000Z,Passing my time painting Over 30 years in Broadcast TV under my belt #IStandWithFAUCI #RBG #ENDTRUMPHATE,1266,4230,33107
Kenosferatu,False,Afterlife,2011-02-05T05:10:33.000Z,I'm dead.  But I'm not,43,437,1699
nunejune21,False,,2014-05-14T00:07:15.000Z,#TruthSeeker #FreeThinker,68,306,1768
Riconee1,False,,2017-03-20T13:59:02.000Z,,2,46,59
RoseHugsCats,False,,2020-11-30T10:25:35.000Z,Cat hugger. Will wave at dogs. Scared of horses,7,7,587
grandmajeep,False,,2020-01-26T03:33:17.000Z,"Jeep drivin, grandma, wife, mom, surviving diabetes with Jesus.",18,208,13
Richard65786455,False,,2020-11-14T08:58:16.000Z,Banana Democracy is too cheaper than my dinner (Richard Walker),5,163,94
GiaRose32591798,False,,2018-06-11T12:28:24.000Z,"Married for 62yrs to my BFF. We have a loving daughter, an amazing grandson, a  beautiful granddaughter, 3 great-grandbabies, and a happy home, life is good!",1,95,1045
abbyblue204,False,"Oklahoma, USA",2009-04-24T19:20:01.000Z,"Abby's Garden lives on,Abby passed away.She loved her veggies silly dog miss her so much ! My garden pal.",50,219,1455
ChristopherSja7,False,"Las Vegas, NV",2019-11-04T15:54:03.000Z,The Real Vegas Captain America,1,34,425
wcy900410,False,广西,2014-02-04T14:32:34.000Z,找广西地区的绿帽、女M，有一定实力，可有偿,907,3193,1354
xrpdane,False,,2018-12-22T05:31:24.000Z,,55,46,3070
woke911,False,,2019-09-04T08:04:44.000Z,here for the real news. #wg1wga,24,109,1732
Donaciano121,False,,2020-10-06T06:18:03.000Z,Gay 😂,0,10,29
QUILAN5G,False,,2013-11-21T06:28:55.000Z,,95,299,3802
b4pGianna,False,netherlands,2013-06-01T16:32:04.000Z,,247,107,3448
TomPicton6,False,,2020-09-15T21:20:50.000Z,Awesome,0,46,62
trumplandiapost,False,,2016-11-09T14:28:01.000Z,,14,30,539
ElaineOverturff,False,Magnolia TX ,2013-04-17T16:38:32.000Z,Hardworking adult trying to finish bachelor's degree while working and taking care of family.,45,262,2489
CarlWorsham,False,,2015-03-23T07:24:38.000Z,"King of Trouble. Investor. Parler: Carl Worsham. Play Key, Gt, Ba. Interested in Japanese Indie/KPop.  Avid disc golfer.",2017,2111,9511
aspect001,False,"South Carolina, USA",2020-09-13T18:26:55.000Z,,12,124,2291
lea9223,False,,2014-09-25T20:03:11.000Z,,11,55,500
DadAbsurd,False,Not up donalds ass,2020-01-23T16:35:20.000Z,"Use facts/science debunk opinions/memes
#TrumpVirus
Irreverent sarcastic obtuse & aggravating as hell
spying on wackadoodles
U follow me I follow U",475,1084,26580
Observero0,False,,2013-03-08T05:25:41.000Z,,36,48,1628
MikeRho02715059,False,the state that got it right ,2020-11-08T01:39:02.000Z,,4,62,1041
Samanth78662568,False,,2019-02-22T03:24:10.000Z,,14,38,7882
MavisHoward18,False,,2017-04-10T21:52:47.000Z,,3,19,760
digi11111,False,United States ,2020-09-06T03:56:37.000Z,"Trump 2020 🇺🇸🇺🇸🇺🇸 Truth Seeker, ❤️🗽🍿👀 Digi11111 on Parler. DM me for a follow or a Train Ride. 😁",6601,6317,9635
lesliev97862060,False,,2020-08-02T16:10:57.000Z,,5,50,766
JustRhemmy,False,Exploring ,2020-11-09T03:44:31.000Z,"🇦🇺 Conservative White Male
Deemed an Offensive Twitter Account by the bearded overlord🙊🙉🙈
Despise the hypocrisy of the left
Join us on Parler!
#DigitalQS",44,98,562
CyclopticOwl,False,,2012-11-17T07:29:38.000Z,E,22,55,274
WeblerKit,False,"Oregon, USA",2019-07-16T22:20:18.000Z,living loving life,73,249,775
458ban,False,海外と東京,2011-05-11T06:52:39.000Z,,15,35,1752
DaynaTeaches,False,"Fort Worth, TX",2019-05-23T06:49:38.000Z,I love teaching!  Thirty years...then fired 2/2020 for telling the truth about Coronavirus! 🤔 🤯 #WWG1WGA #Qanon #MAGA #KAG https://t.co/rEOgyrv5XH,1139,2209,5909
Natuq2,False,‘Merica ,2018-08-14T13:43:19.000Z,Yawn,15,86,5070
suzygorme,False,"Mountain View, CA 94043",2009-04-10T19:29:45.000Z,Sr. Admin at Micro Focus,33,87,138
Tory63231317,False,,2020-02-22T00:45:52.000Z,"With risk, there must be choice!",17,264,529
ChitownCare,False,"Chicago, IL & Phoenix, AZ",2012-10-24T00:46:12.000Z,Independent-Never Trumper-Country over Party - I give tRump the same amount of respect he gave President Obama. Paralegal (retired/could only work for MTNorris),22,189,4377
irvinepmaicon,False,,2014-12-01T18:02:25.000Z,I have been sent by Gaia to correct your misconceptions,3,231,3959
